peak_name	gene	sym	cluster
peak_143999	ENSG00000164855	TMEM184A	Cluster_11
peak_145035	ENSG00000006747	SCIN	Cluster_11
peak_145521	ENSG00000164649	CDCA7L	Cluster_11
peak_148395	ENSG00000146648	EGFR	Cluster_11
peak_148424	ENSG00000146648	EGFR	Cluster_11
peak_148431	ENSG00000146648	EGFR	Cluster_11
peak_149335	ENSG00000214415	GNAT3	Cluster_11
peak_149336	ENSG00000214415	GNAT3	Cluster_11
peak_149538	ENSG00000153956	CACNA2D1	Cluster_11
peak_149813	ENSG00000127954	STEAP4	Cluster_11
peak_150275	ENSG00000004799	PDK4	Cluster_11
peak_150404	ENSG00000164715	LMTK2	Cluster_11
peak_151418	ENSG00000184903	IMMP2L	Cluster_11
peak_151561	ENSG00000128573	FOXP2	Cluster_11
peak_151562	ENSG00000128573	FOXP2	Cluster_11
peak_151563	ENSG00000128573	FOXP2	Cluster_11
peak_154309	ENSG00000171056	SOX7	Cluster_11
peak_156262	ENSG00000176907	TCIM	Cluster_11
peak_156268	ENSG00000176907	TCIM	Cluster_11
peak_156278	ENSG00000176907	TCIM	Cluster_11
peak_156279	ENSG00000176907	TCIM	Cluster_11
peak_156512	ENSG00000164808	SPIDR	Cluster_11
peak_156512	ENSG00000221869	CEBPD	Cluster_11
peak_156543	ENSG00000221869	CEBPD	Cluster_11
peak_157301	ENSG00000205268	PDE7A	Cluster_11
peak_157665	ENSG00000067167	TRAM1	Cluster_11
peak_157796	ENSG00000164764	SBSPON	Cluster_11
peak_158072	ENSG00000076554	TPD52	Cluster_11
peak_158075	ENSG00000076554	TPD52	Cluster_11
peak_158076	ENSG00000076554	TPD52	Cluster_11
peak_158853	ENSG00000169439	SDC2	Cluster_11
peak_159040	ENSG00000164920	OSR2	Cluster_11
peak_160104	ENSG00000164754	RAD21	Cluster_11
peak_162293	ENSG00000022567	SLC45A4	Cluster_11
peak_162447	ENSG00000182759	MAFA	Cluster_11
peak_162908	ENSG00000106993	CDC37L1	Cluster_11
peak_162908	ENSG00000147853	AK3	Cluster_11
peak_163726	ENSG00000107105	ELAVL2	Cluster_11
peak_163776	ENSG00000120162	MOB3B	Cluster_11
peak_163776	ENSG00000147896	IFNK	Cluster_11
peak_163779	ENSG00000120162	MOB3B	Cluster_11
peak_163779	ENSG00000147896	IFNK	Cluster_11
peak_164647	ENSG00000119125	GDA	Cluster_11
peak_164648	ENSG00000119125	GDA	Cluster_11
peak_165438	ENSG00000180447	GAS1	Cluster_11
peak_165490	ENSG00000180447	GAS1	Cluster_11
peak_165951	ENSG00000169071	ROR2	Cluster_11
peak_165952	ENSG00000169071	ROR2	Cluster_11
peak_165975	ENSG00000169071	ROR2	Cluster_11
peak_165977	ENSG00000169071	ROR2	Cluster_11
peak_165979	ENSG00000169071	ROR2	Cluster_11
peak_165980	ENSG00000169071	ROR2	Cluster_11
peak_165981	ENSG00000169071	ROR2	Cluster_11
peak_167167	ENSG00000136826	KLF4	Cluster_11
peak_167173	ENSG00000136826	KLF4	Cluster_11
peak_167184	ENSG00000136826	KLF4	Cluster_11
peak_168156	ENSG00000106780	MEGF9	Cluster_11
peak_116	ENSG00000169885	CALML6	Cluster_12
peak_116	ENSG00000178821	TMEM52	Cluster_12
peak_116	ENSG00000067606	PRKCZ	Cluster_12
peak_224	ENSG00000142611	PRDM16	Cluster_12
peak_228	ENSG00000142611	PRDM16	Cluster_12
peak_827	ENSG00000171612	SLC25A33	Cluster_12
peak_1951	ENSG00000188257	PLA2G2A	Cluster_12
peak_1951	ENSG00000162545	CAMK2N1	Cluster_12
peak_2370	ENSG00000204219	TCEA3	Cluster_12
peak_2370	ENSG00000007968	E2F2	Cluster_12
peak_2371	ENSG00000204219	TCEA3	Cluster_12
peak_2371	ENSG00000007968	E2F2	Cluster_12
peak_3814	ENSG00000134690	CDCA8	Cluster_12
peak_3814	ENSG00000116922	C1orf109	Cluster_12
peak_3814	ENSG00000185090	MANEAL	Cluster_12
peak_3819	ENSG00000134690	CDCA8	Cluster_12
peak_3819	ENSG00000185090	MANEAL	Cluster_12
peak_4182	ENSG00000179862	CITED4	Cluster_12
peak_4693	ENSG00000162415	ZSWIM5	Cluster_12
peak_4704	ENSG00000162415	ZSWIM5	Cluster_12
peak_5632	ENSG00000021852	C8B	Cluster_12
peak_6278	ENSG00000162433	AK4	Cluster_12
peak_7049	ENSG00000097096	SYDE2	Cluster_12
peak_7794	ENSG00000152078	TLCD4	Cluster_12
peak_7794	ENSG00000271092	TLCD4-RWDD3	Cluster_12
peak_7794	ENSG00000122481	RWDD3	Cluster_12
peak_9359	ENSG00000178796	RIIAD1	Cluster_12
peak_9359	ENSG00000159409	CELF3	Cluster_12
peak_9359	ENSG00000225556	C2CD4D	Cluster_12
peak_9693	ENSG00000169242	EFNA1	Cluster_12
peak_9693	ENSG00000169241	SLC50A1	Cluster_12
peak_10215	ENSG00000198929	NOS1AP	Cluster_12
peak_10220	ENSG00000198929	NOS1AP	Cluster_12
peak_12793	ENSG00000163435	ELF3	Cluster_12
peak_12997	ENSG00000143842	SOX13	Cluster_12
peak_13291	ENSG00000123843	C4BPB	Cluster_12
peak_15157	ENSG00000116574	RHOU	Cluster_12
peak_15162	ENSG00000116574	RHOU	Cluster_12
peak_18829	ENSG00000095739	BAMBI	Cluster_12
peak_21061	ENSG00000198246	SLC29A3	Cluster_12
peak_21062	ENSG00000198246	SLC29A3	Cluster_12
peak_21074	ENSG00000198246	SLC29A3	Cluster_12
peak_22225	ENSG00000122376	SHLD2	Cluster_12
peak_22225	ENSG00000148672	GLUD1	Cluster_12
peak_22788	ENSG00000138207	RBP4	Cluster_12
peak_22922	ENSG00000095637	SORBS1	Cluster_12
peak_23265	ENSG00000285932	NA	Cluster_12
peak_23265	ENSG00000014919	COX15	Cluster_12
peak_23265	ENSG00000023839	ABCC2	Cluster_12
peak_24988	ENSG00000066468	FGFR2	Cluster_12
peak_25212	ENSG00000182022	CHST15	Cluster_12
peak_25709	ENSG00000171813	PWWP2B	Cluster_12
peak_27030	ENSG00000152270	PDE3B	Cluster_12
peak_27044	ENSG00000152270	PDE3B	Cluster_12
peak_27618	ENSG00000205213	LGR4	Cluster_12
peak_27751	ENSG00000066382	MPPED2	Cluster_12
peak_29623	ENSG00000174871	CNIH2	Cluster_12
peak_30372	ENSG00000162105	SHANK2	Cluster_12
peak_30877	ENSG00000166391	MOGAT2	Cluster_12
peak_31631	ENSG00000166575	TMEM135	Cluster_12
peak_32416	ENSG00000110723	EXPH5	Cluster_12
peak_35004	ENSG00000111321	LTBR	Cluster_12
peak_35004	ENSG00000111319	SCNN1A	Cluster_12
peak_35009	ENSG00000067182	TNFRSF1A	Cluster_12
peak_35009	ENSG00000111321	LTBR	Cluster_12
peak_35009	ENSG00000111319	SCNN1A	Cluster_12
peak_35764	ENSG00000246705	H2AJ	Cluster_12
peak_35764	ENSG00000111339	ART4	Cluster_12
peak_37903	ENSG00000111057	KRT18	Cluster_12
peak_37903	ENSG00000170421	KRT8	Cluster_12
peak_38468	ENSG00000111110	PPM1H	Cluster_12
peak_43196	ENSG00000073060	SCARB1	Cluster_12
peak_46779	ENSG00000043355	ZIC2	Cluster_12
peak_47385	ENSG00000126218	F10	Cluster_12
peak_49052	ENSG00000180998	GPR137C	Cluster_12
peak_49052	ENSG00000087301	TXNDC16	Cluster_12
peak_49052	ENSG00000100522	GNPNAT1	Cluster_12
peak_52781	ENSG00000205436	EXOC3L4	Cluster_12
peak_52781	ENSG00000100664	EIF5	Cluster_12
peak_59705	ENSG00000237515	SHISA9	Cluster_12
peak_59706	ENSG00000237515	SHISA9	Cluster_12
peak_61324	ENSG00000177508	IRX3	Cluster_12
peak_61342	ENSG00000177508	IRX3	Cluster_12
peak_61344	ENSG00000177508	IRX3	Cluster_12
peak_62257	ENSG00000102967	DHODH	Cluster_12
peak_62257	ENSG00000261701	HPR	Cluster_12
peak_62363	ENSG00000140836	ZFHX3	Cluster_12
peak_64301	ENSG00000141497	ZMYND15	Cluster_12
peak_64301	ENSG00000161921	CXCL16	Cluster_12
peak_64301	ENSG00000182327	GLTPD2	Cluster_12
peak_64301	ENSG00000182853	VMO1	Cluster_12
peak_64864	ENSG00000166596	CFAP52	Cluster_12
peak_64864	ENSG00000170310	STX8	Cluster_12
peak_64864	ENSG00000154914	USP43	Cluster_12
peak_67432	ENSG00000049283	EPN3	Cluster_12
peak_67870	ENSG00000213246	SUPT4H1	Cluster_12
peak_67870	ENSG00000285897	NA	Cluster_12
peak_67870	ENSG00000108375	RNF43	Cluster_12
peak_68853	ENSG00000168646	AXIN2	Cluster_12
peak_68859	ENSG00000168646	AXIN2	Cluster_12
peak_69154	ENSG00000108932	SLC16A6	Cluster_12
peak_71987	ENSG00000141448	GATA6	Cluster_12
peak_71992	ENSG00000141448	GATA6	Cluster_12
peak_73203	ENSG00000167306	MYO5B	Cluster_12
peak_73210	ENSG00000167306	MYO5B	Cluster_12
peak_73212	ENSG00000167306	MYO5B	Cluster_12
peak_74476	ENSG00000178297	TMPRSS9	Cluster_12
peak_74910	ENSG00000171119	NRTN	Cluster_12
peak_76843	ENSG00000245848	CEBPA	Cluster_12
peak_78279	ENSG00000088002	SULT2B1	Cluster_12
peak_78842	ENSG00000269699	ZIM2	Cluster_12
peak_78842	ENSG00000198300	PEG3	Cluster_12
peak_79723	ENSG00000162981	LRATD1	Cluster_12
peak_80195	ENSG00000084674	APOB	Cluster_12
peak_80201	ENSG00000084674	APOB	Cluster_12
peak_81856	ENSG00000057935	MTA3	Cluster_12
peak_81856	ENSG00000171126	KCNG3	Cluster_12
peak_83992	ENSG00000163235	TGFA	Cluster_12
peak_83993	ENSG00000163235	TGFA	Cluster_12
peak_85005	ENSG00000071073	MGAT4A	Cluster_12
peak_85244	ENSG00000204634	TBC1D8	Cluster_12
peak_85857	ENSG00000153208	MERTK	Cluster_12
peak_87121	ENSG00000150540	HNMT	Cluster_12
peak_88298	ENSG00000144285	SCN1A	Cluster_12
peak_88541	ENSG00000204335	SP5	Cluster_12
peak_88565	ENSG00000204335	SP5	Cluster_12
peak_88689	ENSG00000115840	SLC25A12	Cluster_12
peak_88689	ENSG00000115844	DLX2	Cluster_12
peak_88706	ENSG00000172878	METAP1D	Cluster_12
peak_88706	ENSG00000144355	DLX1	Cluster_12
peak_91156	ENSG00000163251	FZD5	Cluster_12
peak_91157	ENSG00000163251	FZD5	Cluster_12
peak_91161	ENSG00000163251	FZD5	Cluster_12
peak_95376	ENSG00000088970	KIZ	Cluster_12
peak_95385	ENSG00000088970	KIZ	Cluster_12
peak_95497	ENSG00000125798	FOXA2	Cluster_12
peak_95503	ENSG00000125798	FOXA2	Cluster_12
peak_95504	ENSG00000125798	FOXA2	Cluster_12
peak_95511	ENSG00000125798	FOXA2	Cluster_12
peak_95518	ENSG00000125798	FOXA2	Cluster_12
peak_102254	ENSG00000100100	PIK3IP1	Cluster_12
peak_102254	ENSG00000100105	PATZ1	Cluster_12
peak_102258	ENSG00000100105	PATZ1	Cluster_12
peak_102258	ENSG00000185721	DRG1	Cluster_12
peak_102853	ENSG00000100151	PICK1	Cluster_12
peak_102853	ENSG00000100216	TOMM22	Cluster_12
peak_102994	ENSG00000100311	PDGFB	Cluster_12
peak_103423	ENSG00000100344	PNPLA3	Cluster_12
peak_105322	ENSG00000151090	THRB	Cluster_12
peak_105337	ENSG00000151090	THRB	Cluster_12
peak_105338	ENSG00000151090	THRB	Cluster_12
peak_105343	ENSG00000151090	THRB	Cluster_12
peak_105344	ENSG00000151090	THRB	Cluster_12
peak_105345	ENSG00000151090	THRB	Cluster_12
peak_105346	ENSG00000151090	THRB	Cluster_12
peak_105740	ENSG00000170293	CMTM8	Cluster_12
peak_107060	ENSG00000185614	INKA1	Cluster_12
peak_107060	ENSG00000164078	MST1R	Cluster_12
peak_107071	ENSG00000164078	MST1R	Cluster_12
peak_107072	ENSG00000164078	MST1R	Cluster_12
peak_107091	ENSG00000012171	SEMA3B	Cluster_12
peak_107091	ENSG00000114383	TUSC2	Cluster_12
peak_107091	ENSG00000068001	HYAL2	Cluster_12
peak_114458	ENSG00000145192	AHSG	Cluster_12
peak_115684	ENSG00000159788	RGS12	Cluster_12
peak_115684	ENSG00000109758	HGFAC	Cluster_12
peak_115763	ENSG00000184160	ADRA2C	Cluster_12
peak_115764	ENSG00000184160	ADRA2C	Cluster_12
peak_115766	ENSG00000184160	ADRA2C	Cluster_12
peak_117270	ENSG00000109814	UGDH	Cluster_12
peak_118505	ENSG00000186212	SOWAHB	Cluster_12
peak_118505	ENSG00000138758	SEPTIN11	Cluster_12
peak_120648	ENSG00000164056	SPRY1	Cluster_12
peak_122263	ENSG00000109472	CPE	Cluster_12
peak_124591	ENSG00000113494	PRLR	Cluster_12
peak_126830	ENSG00000214944	ARHGEF28	Cluster_12
peak_128533	ENSG00000184349	EFNA5	Cluster_12
peak_131120	ENSG00000164266	SPINK1	Cluster_12
peak_133128	ENSG00000184845	DRD1	Cluster_12
peak_133187	ENSG00000145920	CPLX2	Cluster_12
peak_133579	ENSG00000146090	RASGEF1C	Cluster_12
peak_134517	ENSG00000096696	DSP	Cluster_12
peak_135792	ENSG00000112293	GPLD1	Cluster_12
peak_137477	ENSG00000146072	TNFRSF21	Cluster_12
peak_137827	ENSG00000124743	KLHL31	Cluster_12
peak_138116	ENSG00000112245	PTP4A1	Cluster_12
peak_138116	ENSG00000285976	NA	Cluster_12
peak_138880	ENSG00000135334	AKIRIN2	Cluster_12
peak_139517	ENSG00000272398	CD24	Cluster_12
peak_139523	ENSG00000272398	CD24	Cluster_12
peak_139524	ENSG00000272398	CD24	Cluster_12
peak_139529	ENSG00000272398	CD24	Cluster_12
peak_140188	ENSG00000111816	FRK	Cluster_12
peak_140188	ENSG00000178425	NT5DC1	Cluster_12
peak_143979	ENSG00000164855	TMEM184A	Cluster_12
peak_144004	ENSG00000164880	INTS1	Cluster_12
peak_144004	ENSG00000164855	TMEM184A	Cluster_12
peak_144005	ENSG00000164880	INTS1	Cluster_12
peak_144005	ENSG00000164855	TMEM184A	Cluster_12
peak_145132	ENSG00000187546	AGMO	Cluster_12
peak_145458	ENSG00000164651	SP8	Cluster_12
peak_152922	ENSG00000122779	TRIM24	Cluster_12
peak_153828	ENSG00000164690	SHH	Cluster_12
peak_154636	ENSG00000104760	FGL1	Cluster_12
peak_154642	ENSG00000104760	FGL1	Cluster_12
peak_154912	ENSG00000158856	DMTN	Cluster_12
peak_154912	ENSG00000168476	REEP4	Cluster_12
peak_159048	ENSG00000164920	OSR2	Cluster_12
peak_163010	ENSG00000099219	ERMP1	Cluster_12
peak_163011	ENSG00000099219	ERMP1	Cluster_12
peak_163273	ENSG00000155158	TTC39B	Cluster_12
peak_163932	ENSG00000164978	NUDT2	Cluster_12
peak_163932	ENSG00000186638	KIF24	Cluster_12
peak_163932	ENSG00000164976	MYORG	Cluster_12
peak_163932	ENSG00000164972	C9orf24	Cluster_12
peak_167301	ENSG00000095203	EPB41L4B	Cluster_12
peak_169243	ENSG00000179058	C9orf50	Cluster_12
peak_170224	ENSG00000176101	SSNA1	Cluster_12
peak_170224	ENSG00000197191	CYSRT1	Cluster_12
peak_170224	ENSG00000233198	RNF224	Cluster_12
peak_170224	ENSG00000198569	SLC34A3	Cluster_12
peak_357	ENSG00000069424	KCNAB2	Cluster_13
peak_7440	ENSG00000122482	ZNF644	Cluster_13
peak_12125	ENSG00000116679	IVNS1ABP	Cluster_13
peak_14821	ENSG00000163041	H3-3A	Cluster_13
peak_14823	ENSG00000143751	SDE2	Cluster_13
peak_14823	ENSG00000163041	H3-3A	Cluster_13
peak_14826	ENSG00000143751	SDE2	Cluster_13
peak_14826	ENSG00000163041	H3-3A	Cluster_13
peak_14917	ENSG00000143772	ITPKB	Cluster_13
peak_17361	ENSG00000148429	USP6NL	Cluster_13
peak_18308	ENSG00000150867	PIP4K2A	Cluster_13
peak_19804	ENSG00000165507	DEPP1	Cluster_13
peak_20210	ENSG00000072401	UBE2D1	Cluster_13
peak_20210	ENSG00000108064	TFAM	Cluster_13
peak_20264	ENSG00000165443	PHYHIPL	Cluster_13
peak_20554	ENSG00000122877	EGR2	Cluster_13
peak_22908	ENSG00000107438	PDLIM1	Cluster_13
peak_22910	ENSG00000107438	PDLIM1	Cluster_13
peak_25992	ENSG00000167323	STIM1	Cluster_13
peak_32417	ENSG00000110723	EXPH5	Cluster_13
peak_32466	ENSG00000149289	ZC3H12C	Cluster_13
peak_34210	ENSG00000196323	ZBTB44	Cluster_13
peak_35442	ENSG00000139083	ETV6	Cluster_13
peak_37630	ENSG00000050426	LETMD1	Cluster_13
peak_37630	ENSG00000183283	DAZAP2	Cluster_13
peak_37933	ENSG00000135390	ATP5MC2	Cluster_13
peak_38387	ENSG00000118596	SLC16A7	Cluster_13
peak_39137	ENSG00000111596	CNOT2	Cluster_13
peak_39659	ENSG00000111058	ACSS3	Cluster_13
peak_39659	ENSG00000111052	LIN7A	Cluster_13
peak_40932	ENSG00000179088	C12orf42	Cluster_13
peak_42606	ENSG00000135127	BICDL1	Cluster_13
peak_45029	ENSG00000120690	ELF1	Cluster_13
peak_45029	ENSG00000120688	WBP4	Cluster_13
peak_46232	ENSG00000139737	SLAIN1	Cluster_13
peak_47276	ENSG00000213995	NAXD	Cluster_13
peak_47276	ENSG00000153487	ING1	Cluster_13
peak_48848	ENSG00000100505	TRIM9	Cluster_13
peak_50010	ENSG00000140006	WDR89	Cluster_13
peak_51531	ENSG00000021645	NRXN3	Cluster_13
peak_54918	ENSG00000171956	FOXB1	Cluster_13
peak_56803	ENSG00000140382	HMG20A	Cluster_13
peak_56803	ENSG00000173517	PEAK1	Cluster_13
peak_59844	ENSG00000103528	SYT17	Cluster_13
peak_60109	ENSG00000166828	SCNN1G	Cluster_13
peak_60758	ENSG00000103490	PYCARD	Cluster_13
peak_60856	ENSG00000155330	C16orf87	Cluster_13
peak_61952	ENSG00000103056	SMPD3	Cluster_13
peak_61953	ENSG00000103056	SMPD3	Cluster_13
peak_63837	ENSG00000129993	CBFA2T3	Cluster_13
peak_63837	ENSG00000129910	CDH15	Cluster_13
peak_64801	ENSG00000185156	MFSD6L	Cluster_13
peak_65056	ENSG00000006740	ARHGAP44	Cluster_13
peak_67568	ENSG00000108960	MMD	Cluster_13
peak_67568	ENSG00000261873	SMIM36	Cluster_13
peak_67670	ENSG00000153933	DGKE	Cluster_13
peak_67670	ENSG00000121057	AKAP1	Cluster_13
peak_67869	ENSG00000213246	SUPT4H1	Cluster_13
peak_67869	ENSG00000285897	NA	Cluster_13
peak_67869	ENSG00000108375	RNF43	Cluster_13
peak_69817	ENSG00000125449	ARMC7	Cluster_13
peak_72411	ENSG00000101695	RNF125	Cluster_13
peak_72411	ENSG00000134758	RNF138	Cluster_13
peak_72564	ENSG00000267140	NA	Cluster_13
peak_72564	ENSG00000153391	INO80C	Cluster_13
peak_72716	ENSG00000152217	SETBP1	Cluster_13
peak_75466	ENSG00000130167	TSPAN16	Cluster_13
peak_75466	ENSG00000173928	SWSAP1	Cluster_13
peak_76992	ENSG00000105697	HAMP	Cluster_13
peak_76992	ENSG00000161249	DMKN	Cluster_13
peak_83876	ENSG00000196975	ANXA4	Cluster_13
peak_83876	ENSG00000115977	AAK1	Cluster_13
peak_84734	ENSG00000239305	RNF103	Cluster_13
peak_84734	ENSG00000153561	RMND5A	Cluster_13
peak_84734	ENSG00000249884	RNF103-CHMP3	Cluster_13
peak_86927	ENSG00000152128	TMEM163	Cluster_13
peak_87029	ENSG00000115866	DARS1	Cluster_13
peak_87029	ENSG00000121966	CXCR4	Cluster_13
peak_87034	ENSG00000115866	DARS1	Cluster_13
peak_87034	ENSG00000121966	CXCR4	Cluster_13
peak_89680	ENSG00000064989	CALCRL	Cluster_13
peak_91891	ENSG00000144567	RETREG2	Cluster_13
peak_91891	ENSG00000115649	CNPPD1	Cluster_13
peak_91891	ENSG00000280537	NA	Cluster_13
peak_91891	ENSG00000213901	SLC23A3	Cluster_13
peak_91891	ENSG00000115657	ABCB6	Cluster_13
peak_92046	ENSG00000288658	NA	Cluster_13
peak_92046	ENSG00000163082	SGPP2	Cluster_13
peak_92490	ENSG00000173744	AGFG1	Cluster_13
peak_94483	ENSG00000125845	BMP2	Cluster_13
peak_96999	ENSG00000124193	SRSF6	Cluster_13
peak_96999	ENSG00000288000	NA	Cluster_13
peak_96999	ENSG00000101052	IFT52	Cluster_13
peak_104055	ENSG00000150995	ITPR1	Cluster_13
peak_104140	ENSG00000134109	EDEM1	Cluster_13
peak_104828	ENSG00000131379	C3orf20	Cluster_13
peak_105416	ENSG00000077097	TOP2B	Cluster_13
peak_105416	ENSG00000151093	OXSM	Cluster_13
peak_106714	ENSG00000163823	CCR1	Cluster_13
peak_106714	ENSG00000160791	CCR5	Cluster_13
peak_107615	ENSG00000163947	ARHGEF3	Cluster_13
peak_113881	ENSG00000172667	ZMAT3	Cluster_13
peak_117565	ENSG00000074966	TXK	Cluster_13
peak_118365	ENSG00000169116	PARM1	Cluster_13
peak_118566	ENSG00000138767	CNOT6L	Cluster_13
peak_118566	ENSG00000169288	MRPL1	Cluster_13
peak_118767	ENSG00000138670	RASGEF1B	Cluster_13
peak_119197	ENSG00000163644	PPM1K	Cluster_13
peak_119197	ENSG00000138646	HERC5	Cluster_13
peak_119702	ENSG00000168772	CXXC4	Cluster_13
peak_121189	ENSG00000109436	TBC1D9	Cluster_13
peak_124590	ENSG00000113494	PRLR	Cluster_13
peak_125298	ENSG00000172239	PAIP1	Cluster_13
peak_125298	ENSG00000112992	NNT	Cluster_13
peak_128290	ENSG00000164308	ERAP2	Cluster_13
peak_128290	ENSG00000113441	LNPEP	Cluster_13
peak_130254	ENSG00000112984	KIF20A	Cluster_13
peak_130254	ENSG00000112983	BRD8	Cluster_13
peak_130584	ENSG00000112852	PCDHB2	Cluster_13
peak_130584	ENSG00000113205	PCDHB3	Cluster_13
peak_130584	ENSG00000120324	PCDHB10	Cluster_13
peak_130584	ENSG00000177839	PCDHB9	Cluster_13
peak_135218	ENSG00000008083	JARID2	Cluster_13
peak_135822	ENSG00000112308	C6orf62	Cluster_13
peak_135822	ENSG00000112312	GMNN	Cluster_13
peak_138881	ENSG00000135334	AKIRIN2	Cluster_13
peak_139748	ENSG00000135535	CD164	Cluster_13
peak_139748	ENSG00000135596	MICAL1	Cluster_13
peak_143337	ENSG00000146477	SLC22A3	Cluster_13
peak_146435	ENSG00000180233	ZNRF2	Cluster_13
peak_146658	ENSG00000105778	AVL9	Cluster_13
peak_146658	ENSG00000106355	LSM5	Cluster_13
peak_148484	ENSG00000132434	LANCL2	Cluster_13
peak_148876	ENSG00000277149	TYW1B	Cluster_13
peak_149751	ENSG00000135185	TMEM243	Cluster_13
peak_150598	ENSG00000121716	PILRB	Cluster_13
peak_151833	ENSG00000106025	TSPAN12	Cluster_13
peak_151835	ENSG00000106025	TSPAN12	Cluster_13
peak_152026	ENSG00000179603	GRM8	Cluster_13
peak_152297	ENSG00000128607	KLHDC10	Cluster_13
peak_152297	ENSG00000165120	SSMEM1	Cluster_13
peak_152297	ENSG00000146842	TMEM209	Cluster_13
peak_153946	ENSG00000130675	MNX1	Cluster_13
peak_153946	ENSG00000009335	UBE3C	Cluster_13
peak_154872	ENSG00000147443	DOK2	Cluster_13
peak_154897	ENSG00000130227	XPO7	Cluster_13
peak_156164	ENSG00000147548	NSD3	Cluster_13
peak_156164	ENSG00000165046	LETM2	Cluster_13
peak_156425	ENSG00000104365	IKBKB	Cluster_13
peak_157125	ENSG00000171316	CHD7	Cluster_13
peak_157563	ENSG00000137571	SLCO5A1	Cluster_13
peak_157627	ENSG00000140396	NCOA2	Cluster_13
peak_157645	ENSG00000140396	NCOA2	Cluster_13
peak_158077	ENSG00000076554	TPD52	Cluster_13
peak_158168	ENSG00000076641	PAG1	Cluster_13
peak_158170	ENSG00000076641	PAG1	Cluster_13
peak_165301	ENSG00000148053	NTRK2	Cluster_13
peak_165302	ENSG00000148053	NTRK2	Cluster_13
peak_166342	ENSG00000185920	PTCH1	Cluster_13
peak_169077	ENSG00000167106	FAM102A	Cluster_13
peak_1108	ENSG00000132879	FBXO44	Cluster_14
peak_1108	ENSG00000116661	FBXO2	Cluster_14
peak_2780	ENSG00000090020	SLC9A1	Cluster_14
peak_3544	ENSG00000163866	SMIM12	Cluster_14
peak_5434	ENSG00000006555	TTC22	Cluster_14
peak_5434	ENSG00000162398	LEXM	Cluster_14
peak_7987	ENSG00000162692	VCAM1	Cluster_14
peak_9183	ENSG00000136631	VPS45	Cluster_14
peak_9237	ENSG00000163131	CTSS	Cluster_14
peak_12315	ENSG00000090104	RGS1	Cluster_14
peak_12662	ENSG00000118197	DDX59	Cluster_14
peak_14895	ENSG00000143772	ITPKB	Cluster_14
peak_19035	ENSG00000148516	ZEB1	Cluster_14
peak_19114	ENSG00000148516	ZEB1	Cluster_14
peak_19467	ENSG00000108100	CCNY	Cluster_14
peak_23548	ENSG00000120049	KCNIP2	Cluster_14
peak_24000	ENSG00000138166	DUSP5	Cluster_14
peak_24009	ENSG00000138166	DUSP5	Cluster_14
peak_24010	ENSG00000138166	DUSP5	Cluster_14
peak_26073	ENSG00000239920	NA	Cluster_14
peak_26073	ENSG00000132256	TRIM5	Cluster_14
peak_26427	ENSG00000133789	SWAP70	Cluster_14
peak_26956	ENSG00000133794	ARNTL	Cluster_14
peak_26957	ENSG00000133794	ARNTL	Cluster_14
peak_27008	ENSG00000133818	RRAS2	Cluster_14
peak_28193	ENSG00000026508	CD44	Cluster_14
peak_32171	ENSG00000137673	MMP7	Cluster_14
peak_32469	ENSG00000149289	ZC3H12C	Cluster_14
peak_34456	ENSG00000060237	WNK1	Cluster_14
peak_34519	ENSG00000171823	FBXL14	Cluster_14
peak_35993	ENSG00000111711	GOLT1B	Cluster_14
peak_35993	ENSG00000004700	RECQL	Cluster_14
peak_35993	ENSG00000285854	NA	Cluster_14
peak_38959	ENSG00000127314	RAP1B	Cluster_14
peak_41099	ENSG00000171310	CHST11	Cluster_14
peak_41480	ENSG00000136003	ISCU	Cluster_14
peak_41480	ENSG00000075856	SART3	Cluster_14
peak_41480	ENSG00000110887	DAO	Cluster_14
peak_41480	ENSG00000084112	SSH1	Cluster_14
peak_44436	ENSG00000189403	HMGB1	Cluster_14
peak_44457	ENSG00000132952	USPL1	Cluster_14
peak_44457	ENSG00000132965	ALOX5AP	Cluster_14
peak_45427	ENSG00000102445	RUBCNL	Cluster_14
peak_49780	ENSG00000126778	SIX1	Cluster_14
peak_49780	ENSG00000139974	SLC38A6	Cluster_14
peak_49780	ENSG00000126814	TRMT5	Cluster_14
peak_51017	ENSG00000205683	DPF3	Cluster_14
peak_51598	ENSG00000211448	DIO2	Cluster_14
peak_57635	ENSG00000140511	HAPLN3	Cluster_14
peak_58922	ENSG00000183971	NPW	Cluster_14
peak_58922	ENSG00000167962	ZNF598	Cluster_14
peak_58922	ENSG00000167964	RAB26	Cluster_14
peak_59601	ENSG00000189067	LITAF	Cluster_14
peak_59724	ENSG00000175595	ERCC4	Cluster_14
peak_59845	ENSG00000103528	SYT17	Cluster_14
peak_60397	ENSG00000077238	IL4R	Cluster_14
peak_60397	ENSG00000077235	GTF3C1	Cluster_14
peak_60780	ENSG00000140691	ARMC5	Cluster_14
peak_60780	ENSG00000185947	ZNF267	Cluster_14
peak_60957	ENSG00000196470	SIAH1	Cluster_14
peak_62020	ENSG00000141076	UTP4	Cluster_14
peak_62020	ENSG00000286140	DERPC	Cluster_14
peak_68604	ENSG00000178607	ERN1	Cluster_14
peak_72615	ENSG00000134775	FHOD3	Cluster_14
peak_73746	ENSG00000134444	RELCH	Cluster_14
peak_74501	ENSG00000099860	GADD45B	Cluster_14
